hg19_id	chr_tss_hg19	start_tss_hg19	biotype_hg19	cage_id_hg19	name_peak_hg19	minimal_biotype_hg19	stem_exp_hg19	mm9_id	chr_tss_mm9	start_tss_mm9	biotype_mm9	cage_id_mm9	name_peak_mm9	minimal_biotype_mm9	stem_exp_mm9	tss_tile_num	orig_species	biotype_switch_minimal	HUES64_hg19	mESC_hg19	HUES64_mm9	mESC_mm9	HUES64_padj_hg19	mESC_padj_hg19	HUES64_padj_mm9	mESC_padj_mm9	logFC_native	fdr_native	native_status	native_status_det	logFC_cis_HUES64	fdr_cis_HUES64	logFC_cis_mESC	fdr_cis_mESC	cis_HUES64_status	cis_mESC_status	cis_HUES64_status_det	cis_mESC_status_det	cis_status_one	cis_status_det_one	logFC_cis_one	logFC_trans_human	fdr_trans_human	logFC_trans_mouse	fdr_trans_mouse	trans_human_status	trans_mouse_status	trans_human_status_det	trans_mouse_status_det	trans_status_one	trans_status_det_one	logFC_trans_one	logFC_int	fdr_int	cis_trans_int_status	cis_trans_int_status_det
h.1659	chr7	22602955.0	antisense	chr7:22602920..22602972,+	ENSG00000232759.1	lncRNA	0.10444400000000001	m.1471	chr5	30168020.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	1.4228753443627802	1.35475372416206	1.2658507401708001	1.8391746158921	0.22828672211461604	0.538284475247227	0.408147266265744	0.08512340970981899	-0.4753121384837029	0.106596717261525	no native effect	no native effect	-0.9152174130190942	0.000409124429890612	-0.8009422319283359	0.000301411036726367	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.9152174130190942	0.17497140475721099	0.443668918868273	0.515244151305651	0.028331914914332	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.515244151305651	0.380603122969062	0.70776563860246	no cis/trans int. effect	no cis/trans int. effect
h.1660	chr20	45981358.0	antisense	chr20:45981343..45981375,+	ENSG00000231119.2	lncRNA	0.0877778	m.1472	chr2	165705977.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	1.38443752126775	1.1202528138318602	0.612337193838566	0.623089536227142	0.267550171658252	0.7224387159742149	0.875712441562046	0.893492255139945	-0.47234594681367204	0.0649923098941095	no native effect	no native effect	-0.678569242429671	0.014540446105261003	-0.6016305946377879	0.0275290784491119	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.678569242429671	0.0326225583223955	0.892856082702385	0.165014101828754	0.61851476474362	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.165014101828754	-0.0302035514022263	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.1661	chr19	10395310.0	antisense	chr19:10395301..10395337,-	ENSG00000266978.1	lncRNA	0.0588889	m.1473	chr9	20831756.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	0.785732457276098	0.950817269673933	0.523337540729623	0.7899616660797409	0.805518473092649	0.77277782796836	0.9114913644313141	0.824931726830893	0.6793178765274979	0.00179378956371388	no native effect	no native effect	0.0500846535010564	0.8583096174627269	0.33405144941987003	0.15142213389647302	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.33405144941987003	0.35642418880452903	0.12904612472938	0.534283249794532	0.0027282603259002397	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.534283249794532	0.21300205509206602	0.917205211907437	no cis/trans int. effect	no cis/trans int. effect
h.1662	chr10	17271781.0	antisense	chr10:17271757..17271791,-	ENSG00000229124.2	other	0.277778	m.1474	chr2	13496418.0	no cage activity	no cage activity	no cage activity	other	no cage activity	tile1	human	other	0.910304230903285	1.1576151958860101	0.965671117246379	1.1205235908579398	0.757716427555528	0.7044376401894259	0.723360479090108	0.722278633967622	-0.0900421286225609	0.6768813004181141	no native effect	no native effect	-0.407693567355319	0.0158604899730157	-0.44660796153425897	0.0206986730142155	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.44660796153425897	0.41183847980603394	0.0143380158873662	0.27976479936351595	0.24240652313694197	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.41183847980603394	-0.136542900560956	0.9695217443247909	no cis/trans int. effect	no cis/trans int. effect
h.1663	chr1	32539074.0	antisense	chr1:32539074..32539076,-	ENSG00000203325.3	lncRNA	0.194444	m.1475	chr4	129373553.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	3.54687844940319	4.27384343278763	1.6540328567081397	1.43755147011095	2.3531468235842e-13	3.7009872942652797e-16	0.0672044338925183	0.441264678537489	-0.6621819836389089	0.00275217833515315	no native effect	no native effect	-0.6760657326180429	0.00449114757669185	-0.965401294192912	1.56956289421057e-05	no cis effect	significant cis effect	no cis effect	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-0.965401294192912	0.31909167974123	0.0819815091199304	-0.0151484638467544	0.9534447112179059	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.31909167974123	-0.35819795996202797	0.7066110573708001	no cis/trans int. effect	no cis/trans int. effect
h.1665	chr10	17275909.0	antisense	chr10:17275853..17275926,-	ENSG00000234961.1	lncRNA	0.387778	m.1477	chr2	13500356.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	0.9353493125067199	1.03602567069784	0.73476530389958	1.0407431581332098	0.7438516583133599	0.75574611329524	0.825957845757529	0.7543124702850931	0.771186233672331	4.90758911455763e-06	no native effect	no native effect	0.29326866837607696	0.0711618342924739	0.48813286857104293	0.00592467454168408	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.48813286857104293	0.27916184459406296	0.13980912489973402	0.478090466079883	0.000577196826369173	no trans effect	significant trans effect	no trans effect	"trans effect
(higher in mouse)"	significant trans effect	"trans effect
(higher in mouse)"	0.478090466079883	0.217275231380357	0.8554066744958241	no cis/trans int. effect	no cis/trans int. effect
h.1666	chr17	76851177.0	antisense	chr17:76851151..76851242,+	ENSG00000267601.1	other	0.11555599999999999	m.1478	chr11	118164441.0	no cage activity	no cage activity	no cage activity	other	no cage activity	tile1	human	other	0.6916075553377778	1.06297614936088	0.8656986302711241	1.1685908308068602	0.8421825796535141	0.74686151089913	0.777804832979258	0.699273706813689	0.39022141552315504	0.237406611628621	no native effect	no native effect	-0.0132353515782442	0.9727382092669808	-0.270404588856705	0.389109144830319	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.270404588856705	0.521571684787273	0.0852814730164346	0.38923989375023405	0.188014370837529	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.521571684787273	-0.11617951962913001	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.1668	chr2	206949885.0	antisense	chr2:206949880..206949891,+	ENSG00000227946.1	lncRNA	0.682222	m.1480	chr1	63160236.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	1.12167600765378	0.9894888585604109	1.2527058895315801	1.3698620227552802	0.58278642743692	0.764890471571876	0.42456060675127	0.521173263207694	0.272444556534843	0.412193749202565	no native effect	no native effect	0.0216081139760547	0.95940600602348	0.0651921712643396	0.8621178914012231	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.0651921712643396	0.15399406157209303	0.603677362766236	0.181967078363826	0.500726217977886	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.181967078363826	0.00266218734249951	0.9973217266033509	no cis/trans int. effect	no cis/trans int. effect
h.1669	chr17	171109.0	antisense	chr17:171106..171120,+	ENSG00000262920.1	other	0.0955556	m.1481	chr11	75722459.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - other	3.05108930841211	1.5848241392735	0.8105402701560229	0.814775006938664	4.032455070586599e-09	0.275889223521036	0.798284836200684	0.81597466993845	-0.597881014698772	0.00648605852437858	no native effect	no native effect	-0.7842686752301959	0.000109743480237986	-0.0886710229353685	0.725507573986609	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.7842686752301959	-0.499357611710952	0.0390382155195134	0.138902333943455	0.46011701061691607	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.499357611710952	0.6492213422547071	0.16978620832596897	no cis/trans int. effect	no cis/trans int. effect
h.1671	chr19	58858681.0	antisense	chr19:58858666..58858722,+	ENSG00000268895.1	other	0.028888900000000002	m.1483	chr15	60578101.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - other	0.8065042708103491	0.8477605082350591	0.968305849240354	1.49305302376588	0.799355963539219	0.8016680026615691	0.721393714429442	0.376073928007081	1.0155164599795001	0.000257817413261675	no native effect	no native effect	0.32086949175276197	0.20709956182703898	0.548034271299143	0.0450203272458924	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.548034271299143	0.313568388008182	0.288338821453901	0.633043481494412	0.00517345738467811	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.633043481494412	0.40458542503751294	0.7251172431849209	no cis/trans int. effect	no cis/trans int. effect
h.1672	chr13	51484756.0	antisense	chr13:51484748..51484768,-	ENSG00000233672.2	lncRNA	0.602222	m.1484	chr14	62951422.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	0.92786070893995	0.8752725898752859	0.6240071358124311	0.816645645482973	0.7480247652642791	0.79273922405358	0.87087779282091	0.814838668253593	0.9195721353555079	0.00062632891363395	no native effect	no native effect	0.457159780251691	0.070484418219244	0.605824276915178	0.0211032891002703	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.605824276915178	0.196492309064077	0.440919311995337	0.448141859617447	0.0342554326565413	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.448141859617447	0.273923082566921	0.876981635086807	no cis/trans int. effect	no cis/trans int. effect
h.1673	chr17	36608643.0	antisense	chr17:36608636..36608650,-	ENSG00000260833.2	lncRNA	1.45333	m.1485	chr11	97300565.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	2.3068426323364104	1.86545139115597	1.2635712667619698	1.04687780145854	0.000202921289468676	0.0735568626533127	0.410965669747347	0.7536709011408341	-0.7179282237427671	0.128483871757754	no native effect	no native effect	-0.58455698338249	0.21857108765035	-0.7362937931707529	0.0756249525632857	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.7362937931707529	-0.152613836372849	0.6710656605385601	-0.148935651173922	0.759481024764038	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.152613836372849	0.0157789995733024	0.9965198207520279	no cis/trans int. effect	no cis/trans int. effect
h.1675	chr1	228463728.0	antisense	chr1:228463723..228463772,-	ENSG00000269934.1	lncRNA	0.274444	m.1487	chr11	58894196.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - lncRNA	6.301787748387389	4.4140253176331	2.01564032955794	1.5250057284867098	5.1149218053847695e-53	1.6618006208229902e-17	0.00413436165447768	0.33909314838085	-0.521040550396818	0.00895032047133479	no native effect	no native effect	-0.408376121656827	0.0288976334389613	-0.327875959276547	0.113345533454792	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.408376121656827	-0.18331177607487398	0.29746616015285304	-0.126475970337175	0.47661447530662	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.18331177607487398	0.11039623811859	0.978268327865398	no cis/trans int. effect	no cis/trans int. effect
h.1678	chr19	54372360.0	antisense	chr19:54372356..54372368,-	ENSG00000228323.2	lncRNA	0.25	m.1490	chr7	3291898.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	2.59969094741419	1.51933118083444	0.574910066503077	0.603050688578027	4.90136407683949e-06	0.34554345549416	0.8904094978692959	0.9009367622386322	-2.34609755835547	1.46174512591681e-16	significant native effect	"native effect
(higher in human)"	-2.42476331761096	4.1359466975427905e-14	-1.9869505033950001	1.08624391709918e-12	significant cis effect	significant cis effect	"cis effect
(higher in human)"	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-2.42476331761096	-0.35291413728296794	0.0716287275135754	0.10083530519251499	0.7577392274806891	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.35291413728296794	0.261632860987368	0.9039089987842	no cis/trans int. effect	no cis/trans int. effect
h.1681	chr1	151585843.0	antisense	chr1:151585832..151585849,-	ENSG00000250734.2	other	0.09	m.1493	chr3	94385485.0	no cage activity	no cage activity	no cage activity	no CAGE activity	no cage activity	tile1	human	CAGE turnover - other	1.1783411405036999	1.55332294159262	0.9642170098356341	0.446868554954516	0.515879032009741	0.30871963300797695	0.7241125529074139	0.9508188906070921	-1.1637033287511798	0.000508995680362744	no native effect	no native effect	-0.9731163604121679	0.0039853494121535	-1.59273095551752	3.36249833407987e-05	no cis effect	significant cis effect	no cis effect	"cis effect
(higher in human)"	significant cis effect	"cis effect
(higher in human)"	-1.59273095551752	0.460744720927865	0.0606349662448771	-0.5420183473637571	0.18961550786367998	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.5420183473637571	-0.89651297570363	0.274857682826417	no cis/trans int. effect	no cis/trans int. effect
h.1682	chr1	101360469.0	antisense	chr1:101360463..101360478,+	ENSG00000273204.1	lncRNA	1.13111	m.1494	chr3	115711177.0	no cage activity	no cage activity	no cage activity	lncRNA	no cage activity	tile1	human	lncRNA	4.8697630661753	2.8649388666060096	2.9269773867287405	1.71753193884996	5.47173948492972e-29	9.32047305021654e-06	3.34931475697456e-08	0.158799487535661	-0.447753590526323	0.259358432523625	no native effect	no native effect	0.006039450572809571	0.990514692601838	-0.287247519971453	0.5076140475579141	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	-0.287247519971453	-0.333860448259028	0.346254750750361	-0.466884120591699	0.0497441206309935	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	-0.466884120591699	-0.156800949998877	0.9911147462268158	no cis/trans int. effect	no cis/trans int. effect
h.1683	chr6	138189289.0	antisense	chr6:138189241..138189298,-	ENSG00000237499.2	other	0.08888889999999999	m.1495	chr10	18734293.0	no cage activity	no cage activity	no cage activity	other	no cage activity	tile1	human	other	0.856291540109573	1.1361800549622099	1.60661341321163	0.9376136855900891	0.7802667761277671	0.714383819890785	0.0893777159114318	0.7769882861342691	0.704710439236023	0.05869673357711001	no native effect	no native effect	0.775606091160575	0.0491130077073632	-0.12413284583697198	0.769374580681476	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	no cis effect	0.775606091160575	0.5360852179883989	0.0708130772764989	-0.308522056620594	0.38214376690511703	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	no trans effect	0.5360852179883989	-0.770741690705445	0.42769559390931705	no cis/trans int. effect	no cis/trans int. effect
