cage_id_hg19	cage_id_mm9	tss_name_hg19	tss_name_mm9	biotype_hg19	biotype_mm9	chr_hg19	tss_coord_hg19	strand_hg19	chr_mm9	tss_coord_mm9	strand_mm9	max_cage_hg19	max_cage_mm9	stem_cage_hg19	stem_cage_mm9
chr15:52135746-52136104	chr9:75394999-75395262	chr15:52135746-52136104__POSITIVE	chr9:75394999-75395262__POSITIVE	eRNA	eRNA	chr15	52136103	+	chr9	75395201	+	55.0	41.0	0.039043800000000004	0.0626138
chr15:80126746-80127013	chr9:89145912-89146349	chr15:80126746-80127013__POSITIVE	chr9:89145912-89146349__POSITIVE	eRNA	eRNA	chr15	80127012	+	chr9	89146111	+	69.0	12.0	0.084828	0.0
chrX:39873339-39874259	chrX:11583871-11583956	chrX:39873339-39874259__POSITIVE	chrX:11583871-11583956__POSITIVE	eRNA	eRNA	chrX	39873698	+	chrX	11583929	+	1102.0	170.0	0.33469099999999996	0.08100030000000001
chrX:39964528-39964690	chrX:11664634-11664966	chrX:39964528-39964690__POSITIVE	chrX:11664634-11664966__POSITIVE	eRNA	eRNA	chrX	39964647	+	chrX	11664752	+	110.0	250.0	0.0132194	0.0437932
chrX:149533685-149533896	chrX:68305433-68305631	chrX:149533685-149533896__POSITIVE	chrX:68305433-68305631__POSITIVE	eRNA	eRNA	chrX	149533805	+	chrX	68305573	+	20.0	31.0	0.217061	0.0311546
chrX:30675885-30676221	chrX:83016861-83017234	chrX:30675885-30676221__POSITIVE	chrX:83016861-83017234__NEGATIVE	eRNA	eRNA	chrX	30676191	+	chrX	83016872	-	54.0	9.0	0.06758339999999999	0.0
chrX:64926114-64926664	chrX:93330258-93330538	chrX:64926114-64926664__POSITIVE	chrX:93330258-93330538__POSITIVE	eRNA	eRNA	chrX	64926399	+	chrX	93330537	+	33.0	3.0	0.0	0.0494116
chrX:106917022-106917635	chrX:137040387-137040794	chrX:106917022-106917635__POSITIVE	chrX:137040387-137040794__POSITIVE	eRNA	eRNA	chrX	106917465	+	chrX	137040579	+	101.0	10.0	0.0285395	0.0
chrX:12965371-12965491	chrX:163671121-163671444	chrX:12965371-12965491__POSITIVE	chrX:163671121-163671444__POSITIVE	eRNA	eRNA	chrX	12965490	+	chrX	163671335	+	8.0	18.0	0.0172446	0.0624743
chr12:58230871..58230881,+	no cage activity	ENSG00000257953.1	no cage activity	lncRNA	no CAGE activity	chr12	58230873	+	chr10	126423856	-	300.0	6.0	0.0511111	no cage activity
chr6:30029571..30029599,-	no cage activity	ENSG00000204623.4	no cage activity	other	no CAGE activity	chr6	30029582	-	chr17	37094971	+	483.0	3.0	0.0466667	no cage activity
chr16:68680075..68680109,-	no cage activity	ENSG00000260577.1	no cage activity	lncRNA	lncRNA	chr16	68680085	-	chr8	109035679	-	310.0	38.0	0.101111	no cage activity
chr6:15248792..15248840,-	no cage activity	ENSG00000235488.1	no cage activity	other	other	chr6	15248825	-	chr13	44829172	-	539.0	50.0	0.116667	no cage activity
chr9:16727020..16727033,+	no cage activity	ENSG00000234779.1	no cage activity	lncRNA	lncRNA	chr9	16727024	+	chr4	84191392	+	447.0	22.0	0.0322222	no cage activity
chr17:79801792..79801828,+	no cage activity	ENSG00000262831.1	no cage activity	lncRNA	lncRNA	chr17	79801812	+	chr11	120422422	+	707.0	40.0	0.216667	no cage activity
chr7:139045008..139045055,-	no cage activity	ENSG00000273391.1	no cage activity	lncRNA	lncRNA	chr7	139045020	-	chr6	38501860	-	367.0	49.0	0.767778	no cage activity
chr5:66299905..66299923,-	no cage activity	ENSG00000229666.1	no cage activity	lncRNA	lncRNA	chr5	66299916	-	chr13	103696677	+	587.0	60.0	0.08333330000000001	no cage activity
chr19:55670671..55670683,+	no cage activity	ENSG00000267577.1	no cage activity	other	no CAGE activity	chr19	55670676	+	chr7	4475320	+	304.0	4.0	0.05666669999999999	no cage activity
chr1:155947661..155947671,+	no cage activity	ENSG00000273002.1	no cage activity	lncRNA	lncRNA	chr1	155947664	+	chr3	88425698	-	149.0	88.0	0.0466667	no cage activity
chr1:94057518..94057547,+	no cage activity	ENSG00000224093.1	no cage activity	lncRNA	no CAGE activity	chr1	94057524	+	chr3	122208199	-	944.0	3.0	0.028888900000000002	no cage activity
chr1:228463690..228463704,-	no cage activity	ENSG00000269934.1	no cage activity	lncRNA	no CAGE activity	chr1	228463698	-	chr11	58894226	+	1629.0	2.0	0.057777800000000004	no cage activity
chr19:49844131..49844146,-	no cage activity	ENSG00000197813.4	no cage activity	lncRNA	lncRNA	chr19	49844137	-	chr7	52488717	+	274.0	76.0	0.486667	no cage activity
chr6:138189361..138189381,-	no cage activity	ENSG00000237499.2	no cage activity	other	other	chr6	138189372	-	chr10	18734205	+	1266.0	10.0	0.028888900000000002	no cage activity
chr2:219232567..219232585,-	no cage activity	ENSG00000225062.1	no cage activity	other	other	chr2	219232575	-	chr1	74415097	-	714.0	38.0	0.0588889	no cage activity
chr1:1355539..1355574,+	no cage activity	ENSG00000225905.1	no cage activity	lncRNA	no CAGE activity	chr1	1355545	+	chr4	155166126	-	254.0	1.0	0.10222200000000001	no cage activity
chr16:9056719..9056739,+	no cage activity	ENSG00000260979.1	no cage activity	lncRNA	lncRNA	chr16	9056733	+	chr16	8738013	+	379.0	21.0	0.3	no cage activity
chr5:98108322..98108326,-	no cage activity	ENSG00000246763.2	no cage activity	lncRNA	no CAGE activity	chr5	98108324	-	chr17	15964511	+	57.0	3.0	0.028888900000000002	no cage activity
chr2:16081744..16081768,-	no cage activity	ENSG00000233718.1	no cage activity	other	other	chr2	16081755	-	chr12	12947574	+	247.0	69.0	0.578889	no cage activity
chr18:3603634..3603651,+	no cage activity	ENSG00000262001.1	no cage activity	other	other	chr18	3603641	+	chr17	71097384	-	3889.0	109.0	0.7277779999999999	no cage activity
chr19:36164197..36164210,-	no cage activity	ENSG00000226510.1	no cage activity	other	no CAGE activity	chr19	36164205	-	chr7	31392151	+	75.0	4.0	0.333333	no cage activity
chr16:31499805..31499817,-	no cage activity	ENSG00000260740.2	no cage activity	other	no CAGE activity	chr16	31499812	-	chr7	135413902	-	36.0	1.0	0.04	no cage activity
chr1:54751075..54751101,+	no cage activity	ENSG00000225632.1	no cage activity	lncRNA	no CAGE activity	chr1	54751083	+	chr4	106680015	-	104.0	2.0	0.028888900000000002	no cage activity
chr3:128208039..128208096,+	no cage activity	ENSG00000244300.2	no cage activity	lncRNA	lncRNA	chr3	128208086	+	chr6	88147396	-	2813.0	125.0	0.246667	no cage activity
chr5:98109093..98109167,-	no cage activity	ENSG00000246763.2	no cage activity	lncRNA	lncRNA	chr5	98109140	-	chr17	15963709	+	2440.0	347.0	1.83778	no cage activity
chr12:2800993..2801018,-	no cage activity	ENSG00000246627.2	no cage activity	other	no CAGE activity	chr12	2800999	-	chr6	118543390	+	510.0	2.0	0.451111	no cage activity
chr12:76425003..76425035,+	no cage activity	ENSG00000257453.1	no cage activity	other	other	chr12	76425020	+	chr10	110943969	-	755.0	25.0	0.154444	no cage activity
chr15:74219691..74219702,-	no cage activity	ENSG00000261801.1	no cage activity	lncRNA	lncRNA	chr15	74219696	-	chr9	58160117	+	829.0	55.0	0.07111110000000001	no cage activity
chr2:71295649..71295677,-	no cage activity	ENSG00000272735.1	no cage activity	lncRNA	lncRNA	chr2	71295667	-	chr6	83745134	-	1398.0	102.0	0.337778	no cage activity
chr14:65007081..65007087,-	no cage activity	ENSG00000259116.1	no cage activity	lncRNA	lncRNA	chr14	65007082	-	chr12	77505022	-	62.0	255.0	0.036666699999999997	no cage activity
chr15:74220536..74220564,-	no cage activity	ENSG00000261801.1	no cage activity	lncRNA	no CAGE activity	chr15	74220543	-	chr9	58159224	+	611.0	8.0	0.028888900000000002	no cage activity
chr18:3603727..3603747,+	no cage activity	ENSG00000262001.1	no cage activity	other	other	chr18	3603734	+	chr17	71097292	-	10849.0	19.0	0.38111100000000003	no cage activity
chr2:38303414..38303454,+	no cage activity	ENSG00000232973.7	no cage activity	lncRNA	lncRNA	chr2	38303423	+	chr17	80114555	+	752.0	128.0	0.185556	no cage activity
chr8:22876829..22876860,-	no cage activity	ENSG00000245025.2	no cage activity	other	no CAGE activity	chr8	22876856	-	chr14	70185565	+	484.0	4.0	0.141111	no cage activity
chr20:329125..329139,-	no cage activity	ENSG00000225377.1	no cage activity	other	no CAGE activity	chr20	329133	-	chr2	152201150	+	311.0	3.0	0.027777800000000002	no cage activity
chr7:20371351..20371405,-	no cage activity	ENSG00000271133.1	no cage activity	lncRNA	lncRNA	chr7	20371389	-	chr12	120476310	+	1082.0	149.0	1.61	no cage activity
chr6:114291112..114291123,+	no cage activity	ENSG00000228624.3	no cage activity	lncRNA	no CAGE activity	chr6	114291117	+	chr10	36695236	-	483.0	7.0	0.483333	no cage activity
chr11:84431432..84431459,+	no cage activity	ENSG00000254787.1	no cage activity	lncRNA	no CAGE activity	chr11	84431457	+	chr7	98411385	-	58.0	7.0	0.183333	no cage activity
chr18:3653025..3653035,+	no cage activity	ENSG00000266401.1	no cage activity	lncRNA	no CAGE activity	chr18	3653029	+	chr17	71071708	-	586.0	7.0	0.028888900000000002	no cage activity
chr3:50193414..50193456,-	no cage activity	ENSG00000235016.1	no cage activity	other	no CAGE activity	chr3	50193452	-	chr9	107611336	+	270.0	2.0	0.145556	no cage activity
chr10:17272522..17272560,-	no cage activity	ENSG00000229124.2	no cage activity	other	other	chr10	17272554	-	chr2	13497072	-	861.0	184.0	0.192222	no cage activity
chr4:103749265..103749302,+	no cage activity	ENSG00000246560.2	no cage activity	lncRNA	lncRNA	chr4	103749285	+	chr3	135101124	-	1336.0	35.0	1.7566700000000002	no cage activity
chr1:44173030..44173047,-	no cage activity	ENSG00000236200.1	no cage activity	other	other	chr1	44173035	-	chr4	117807707	+	1490.0	179.0	1.08667	no cage activity
chr20:52556915..52556930,+	no cage activity	ENSG00000236352.1	no cage activity	lncRNA	no CAGE activity	chr20	52556923	+	chr2	170169154	+	55.0	8.0	0.028888900000000002	no cage activity
chr18:74203923..74203952,+	no cage activity	ENSG00000265778.1	no cage activity	lncRNA	lncRNA	chr18	74203938	+	chr18	83083557	-	436.0	25.0	0.141111	no cage activity
chr12:6647458..6647477,-	no cage activity	ENSG00000269968.1	no cage activity	other	no CAGE activity	chr12	6647468	-	chr6	125111938	+	10139.0	0.0	1.4766700000000001	no cage activity
chr5:98109063..98109089,-	no cage activity	ENSG00000246763.2	no cage activity	lncRNA	lncRNA	chr5	98109074	-	chr17	15963763	+	164.0	47.0	0.036666699999999997	no cage activity
chr3:125898905..125898925,+	no cage activity	ENSG00000246022.2	no cage activity	lncRNA	lncRNA	chr3	125898918	+	chr6	90500618	-	1660.0	38.0	0.14666700000000002	no cage activity
chr2:222437926..222437951,+	no cage activity	ENSG00000272944.1	no cage activity	lncRNA	no CAGE activity	chr2	222437939	+	chr1	77512538	+	257.0	3.0	0.0322222	no cage activity
chr20:10653331..10653348,+	no cage activity	ENSG00000270792.1	no cage activity	lncRNA	no CAGE activity	chr20	10653342	+	chr2	136941133	+	269.0	6.0	0.0322222	no cage activity
chr10:72977812..72977830,-	no cage activity	ENSG00000237512.2	no cage activity	lncRNA	no CAGE activity	chr10	72977823	-	chr10	60289139	+	1910.0	2.0	2.73444	no cage activity
chr19:1507976..1508009,+	no cage activity	ENSG00000267092.1	no cage activity	lncRNA	lncRNA	chr19	1507990	+	chr10	79805647	+	936.0	104.0	0.312222	no cage activity
chr6:150173542..150173561,+	no cage activity	ENSG00000273132.1	no cage activity	other	no CAGE activity	chr6	150173549	+	chr10	7316759	-	3325.0	3.0	0.057777800000000004	no cage activity
chr1:94713418..94713436,+	no cage activity	ENSG00000231363.1	no cage activity	lncRNA	no CAGE activity	chr1	94713425	+	chr3	121656011	-	192.0	3.0	0.05	no cage activity
chr14:35344191..35344204,+	no cage activity	ENSG00000258738.1	no cage activity	other	other	chr14	35344198	+	chr12	56087048	+	581.0	19.0	0.396667	no cage activity
chr19:35491201..35491206,-	no cage activity	ENSG00000269303.1	no cage activity	lncRNA	lncRNA	chr19	35491203	-	chr7	31936058	+	600.0	35.0	0.028888900000000002	no cage activity
chr10:17271799..17271813,-	no cage activity	ENSG00000229124.2	no cage activity	other	other	chr10	17271804	-	chr2	13496441	-	1656.0	173.0	0.34	no cage activity
chr6:138189307..138189329,-	no cage activity	ENSG00000237499.2	no cage activity	other	other	chr6	138189312	-	chr10	18734270	+	1503.0	10.0	0.04	no cage activity
chr16:28891201..28891273,-	no cage activity	ENSG00000260442.1	no cage activity	lncRNA	no CAGE activity	chr16	28891236	-	chr7	133605323	+	4789.0	1.0	20.5811	no cage activity
chr5:38556858..38556913,+	no cage activity	ENSG00000244968.2	no cage activity	other	other	chr5	38556893	+	chr15	7079419	-	859.0	81.0	0.334444	no cage activity
chr3:128208278..128208291,+	no cage activity	ENSG00000244300.2	no cage activity	lncRNA	no CAGE activity	chr3	128208290	+	chr6	88147190	-	93.0	4.0	0.0744444	no cage activity
chr17:202392..202413,+	no cage activity	ENSG00000262294.1	no cage activity	lncRNA	no CAGE activity	chr17	202399	+	chr11	75751068	+	91.0	2.0	0.028888900000000002	no cage activity
chr15:74495324..74495347,+	no cage activity	ENSG00000259264.1	no cage activity	other	no CAGE activity	chr15	74495339	+	chr9	57982178	-	1984.0	2.0	3.3111099999999998	no cage activity
chr11:117704588..117704614,+	no cage activity	ENSG00000254528.3	no cage activity	lncRNA	no CAGE activity	chr11	117704598	+	chr9	45206321	-	417.0	1.0	0.0744444	no cage activity
chr12:740014..740027,+	no cage activity	ENSG00000177406.4	no cage activity	lncRNA	no CAGE activity	chr12	740019	+	chr6	120087244	-	202.0	4.0	0.0722222	no cage activity
chr5:88179210..88179221,+	no cage activity	ENSG00000248309.1	no cage activity	lncRNA	lncRNA	chr5	88179215	+	chr13	83663608	-	918.0	78.0	0.028888900000000002	no cage activity
chr1:101360492..101360506,+	no cage activity	ENSG00000273204.1	no cage activity	lncRNA	lncRNA	chr1	101360499	+	chr3	115711147	-	6734.0	46.0	0.5	no cage activity
chr19:39027743..39027757,-	no cage activity	ENSG00000268055.1	no cage activity	lncRNA	no CAGE activity	chr19	39027752	-	chr7	29829645	+	60.0	3.0	0.057777800000000004	no cage activity
chr17:36608627..36608629,-	no cage activity	ENSG00000260833.2	no cage activity	lncRNA	no CAGE activity	chr17	36608627	-	chr11	97300556	-	7212.0	1.0	0.0422222	no cage activity
chr2:206949919..206949939,+	no cage activity	ENSG00000227946.1	no cage activity	lncRNA	lncRNA	chr2	206949924	+	chr1	63160275	+	343.0	71.0	1.9588900000000002	no cage activity
chr19:49843540..49843599,-	no cage activity	ENSG00000197813.4	no cage activity	lncRNA	lncRNA	chr19	49843585	-	chr7	52489269	+	1265.0	109.0	0.182222	no cage activity
chrX:114797016..114797068,-	no cage activity	ENSG00000271826.1	no cage activity	lncRNA	no CAGE activity	chrX	114797029	-	chrX	73118868	+	1841.0	1.0	1.64333	no cage activity
chr5:17217398..17217420,-	no cage activity	ENSG00000215196.4	no cage activity	lncRNA	lncRNA	chr5	17217404	-	chr15	25343779	+	138.0	21.0	0.0955556	no cage activity
chr1:31191601..31191660,+	no cage activity	ENSG00000186056.5	no cage activity	other	no CAGE activity	chr1	31191615	+	chr4	130506037	-	3212.0	3.0	0.323333	no cage activity
chr1:210407452..210407474,-	no cage activity	ENSG00000203706.4	no cage activity	lncRNA	no CAGE activity	chr1	210407466	-	chr1	194680908	+	803.0	6.0	0.14666700000000002	no cage activity
chr1:112282444..112282464,+	no cage activity	ENSG00000227811.2	no cage activity	lncRNA	no CAGE activity	chr1	112282451	+	chr3	105507184	-	585.0	2.0	0.734444	no cage activity
chr17:76480973..76481009,+	no cage activity	ENSG00000267432.1	no cage activity	other	no CAGE activity	chr17	76481002	+	chr11	117934211	+	304.0	2.0	0.248889	no cage activity
chr12:53448183..53448243,-	no cage activity	ENSG00000257337.2	no cage activity	other	other	chr12	53448219	-	chr15	101937611	-	2348.0	44.0	3.20333	no cage activity
chr3:23848677..23848682,-	no cage activity	ENSG00000223791.1	no cage activity	lncRNA	lncRNA	chr3	23848680	-	chr14	19163691	+	159.0	534.0	0.08666669999999999	no cage activity
chr19:13054411..13054454,-	no cage activity	ENSG00000267458.1	no cage activity	lncRNA	lncRNA	chr19	13054427	-	chr8	87366857	+	867.0	25.0	1.82333	no cage activity
chr7:100201824..100201845,-	no cage activity	ENSG00000224729.4	no cage activity	other	other	chr7	100201838	-	chr5	138050119	+	1782.0	23.0	1.84	no cage activity
chr1:160231497..160231556,+	no cage activity	ENSG00000228606.1	no cage activity	lncRNA	lncRNA	chr1	160231523	+	chr1	174078992	-	723.0	108.0	0.20333299999999999	no cage activity
chr16:19499214..19499237,-	no cage activity	ENSG00000260592.1	no cage activity	other	no CAGE activity	chr16	19499222	-	chr7	125811065	-	2185.0	1.0	0.453333	no cage activity
chr13:48575523..48575554,+	no cage activity	ENSG00000227848.1	no cage activity	lncRNA	no CAGE activity	chr13	48575540	+	chr14	73952500	-	603.0	5.0	0.606667	no cage activity
chr7:30028265..30028303,+	no cage activity	ENSG00000227014.1	no cage activity	lncRNA	no CAGE activity	chr7	30028271	+	chr6	54515360	+	809.0	4.0	0.0455556	no cage activity
chr20:1306037..1306075,+	no cage activity	ENSG00000234684.2	no cage activity	other	other	chr20	1306062	+	chr2	151401867	-	13465.0	106.0	7.827780000000001	no cage activity
chr4:90756735..90756766,+	no cage activity	ENSG00000247775.2	no cage activity	lncRNA	lncRNA	chr4	90756760	+	chr6	60777537	+	506.0	140.0	0.0611111	no cage activity
chr19:49844028..49844043,-	no cage activity	ENSG00000197813.4	no cage activity	lncRNA	lncRNA	chr19	49844035	-	chr7	52488814	+	2418.0	14.0	4.19	no cage activity
chr4:26863134..26863162,-	no cage activity	ENSG00000240005.1	no cage activity	lncRNA	lncRNA	chr4	26863151	-	chr5	54390376	-	139.0	16.0	0.028888900000000002	no cage activity
chr15:74220226..74220237,-	no cage activity	ENSG00000261801.1	no cage activity	lncRNA	lncRNA	chr15	74220231	-	chr9	58159486	+	5370.0	26.0	0.163333	no cage activity
chr19:54371876..54371893,-	no cage activity	ENSG00000228323.2	no cage activity	lncRNA	lncRNA	chr19	54371887	-	chr7	3291309	-	724.0	76.0	0.0611111	no cage activity
chr7:22767228..22767258,-	no cage activity	ENSG00000179428.2	no cage activity	lncRNA	lncRNA	chr7	22767249	-	chr5	30340096	-	395.0	15.0	0.11	no cage activity
chr1:109633505..109633526,-	no cage activity	ENSG00000273382.1	no cage activity	lncRNA	lncRNA	chr1	109633512	-	chr3	108365179	+	2699.0	29.0	0.483333	no cage activity
chr3:156392156..156392176,-	no cage activity	ENSG00000243926.1	no cage activity	lncRNA	lncRNA	chr3	156392167	-	chr3	65332130	-	5742.0	207.0	1.00222	no cage activity
chr18:74203710..74203737,+	no cage activity	ENSG00000265778.1	no cage activity	lncRNA	no CAGE activity	chr18	74203733	+	chr18	83083755	-	311.0	8.0	0.107778	no cage activity
chr11:18728013..18728061,+	no cage activity	ENSG00000254966.1	no cage activity	lncRNA	no CAGE activity	chr11	18728027	+	chr7	54313689	+	1365.0	7.0	0.9711110000000001	no cage activity
chr12:28343838..28343865,-	no cage activity	ENSG00000247934.3	no cage activity	lncRNA	lncRNA	chr12	28343844	-	chr6	147424752	-	1332.0	556.0	0.0744444	no cage activity
chr1:154934294..154934322,+	no cage activity	ENSG00000271380.1	no cage activity	other	other	chr1	154934305	+	chr3	89234297	-	1004.0	12.0	0.286667	no cage activity
chr2:8820995..8821000,-	no cage activity	ENSG00000235092.1	no cage activity	other	other	chr2	8820998	-	chr12	25781930	+	242.0	13.0	0.0877778	no cage activity
chr17:56401916..56401926,+	no cage activity	ENSG00000265148.1	no cage activity	other	no CAGE activity	chr17	56401921	+	chr11	87578136	-	284.0	6.0	0.0444444	no cage activity
chr2:73340119..73340146,+	no cage activity	ENSG00000272702.1	no cage activity	lncRNA	lncRNA	chr2	73340139	+	chr6	85324737	+	952.0	15.0	0.394444	no cage activity
chr2:178128451..178128470,+	no cage activity	ENSG00000222043.2	no cage activity	lncRNA	lncRNA	chr2	178128464	+	chr2	75541744	+	2121.0	48.0	0.238889	no cage activity
chr1:201979533..201979552,-	no cage activity	ENSG00000234678.1	no cage activity	lncRNA	lncRNA	chr1	201979546	-	chr1	137155236	+	272.0	11.0	0.49555600000000005	no cage activity
chr11:71159685..71159742,+	no cage activity	ENSG00000254682.1	no cage activity	lncRNA	lncRNA	chr11	71159716	+	chr7	151015885	-	2961.0	134.0	3.22111	no cage activity
chr14:60716181..60716209,-	no cage activity	ENSG00000254718.2	no cage activity	lncRNA	lncRNA	chr14	60716184	-	chr12	73862455	-	382.0	16.0	0.9377780000000001	no cage activity
chr12:69080590..69080644,-	no cage activity	ENSG00000247363.2	no cage activity	lncRNA	no CAGE activity	chr12	69080595	-	chr10	117229910	+	970.0	3.0	1.49222	no cage activity
chr19:46271605..46271626,+	no cage activity	ENSG00000267395.1	no cage activity	other	other	chr19	46271612	+	chr7	19680453	-	1065.0	27.0	1.62778	no cage activity
chr2:56412041..56412059,-	no cage activity	ENSG00000233251.3	no cage activity	other	other	chr2	56412051	-	chr11	28483263	+	372.0	29.0	0.057777800000000004	no cage activity
chr11:71159566..71159583,+	no cage activity	ENSG00000254682.1	no cage activity	lncRNA	lncRNA	chr11	71159573	+	chr7	151015993	-	3404.0	18.0	0.22	no cage activity
chr6:19839318..19839332,-	no cage activity	ENSG00000226786.2	no cage activity	lncRNA	no CAGE activity	chr6	19839323	-	chr13	48358203	-	596.0	6.0	0.957778	no cage activity
chr10:17276719..17276781,-	no cage activity	ENSG00000234961.1	no cage activity	lncRNA	lncRNA	chr10	17276762	-	chr2	13501118	-	5192.0	194.0	0.904444	no cage activity
chr7:143104901..143104917,+	no cage activity	ENSG00000229153.1	no cage activity	lncRNA	lncRNA	chr7	143104907	+	chr6	42322374	+	270.0	33.0	0.312222	no cage activity
chr9:8858181..8858195,+	no cage activity	ENSG00000225706.1	no cage activity	other	other	chr9	8858189	+	chr4	76095908	+	320.0	28.0	0.057777800000000004	no cage activity
chr9:77114385..77114400,-	no cage activity	ENSG00000224825.2	no cage activity	lncRNA	no CAGE activity	chr9	77114390	-	chr19	19183697	+	425.0	2.0	0.028888900000000002	no cage activity
chr13:96186168..96186178,-	no cage activity	ENSG00000223392.1	no cage activity	lncRNA	no CAGE activity	chr13	96186175	-	chr14	119235500	-	425.0	3.0	0.0466667	no cage activity
chr10:17276801..17276827,-	no cage activity	ENSG00000234961.1	no cage activity	lncRNA	lncRNA	chr10	17276806	-	chr2	13501162	-	5192.0	194.0	0.378889	no cage activity
chr2:210893148..210893152,+	no cage activity	ENSG00000272807.1	no cage activity	lncRNA	no CAGE activity	chr2	210893150	+	chr1	66772108	+	2360.0	5.0	0.34444400000000003	no cage activity
