hg19_id	mm9_id	cage_id_hg19	cage_id_mm9	name_peak_hg19	name_peak_mm9	biotype_hg19	biotype_mm9	minimal_biotype_hg19	minimal_biotype_mm9	chr_tss_hg19	start_tss_hg19	end_tss_hg19	strand_tss_hg19	chr_tss_mm9	start_tss_mm9	end_tss_mm9	strand_tss_mm9	avg_exp_hg19	avg_exp_mm9	stem_exp_hg19	stem_exp_mm9	max_cage_hg19	max_cage_mm9	orig_species	har	tss_tile_num_max_hg19	tss_tile_num_max_mm9	n_tiles_hg19	n_tiles_mm9	tile_match
h.1708	m.1520	chr12:7261180..7261201,+	no cage activity	ENSG00000205885.3	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr12	7261188	7261189	+	chr6	124443722	124443723	-	1.99	no cage activity	0.128889	no cage activity	5438.0	5.0	human	False	tile1	tile1	1.0	2.0	tile1:tile1
h.1709	m.1521	chr19:1269653..1269673,-	no cage activity	ENSG00000267493.2	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr19	1269662	1269663	-	chr10	79630953	79630954	-	0.4	no cage activity	0.8611110000000001	no cage activity	658.0	13.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.1710	m.1522	chr3:110790200..110790241,-	no cage activity	ENSG00000242242.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr3	110790232	110790233	-	chr16	46497489	46497490	+	0.33	no cage activity	0.351111	no cage activity	403.0	369.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.1711	m.1523	chr15:52311961..52311986,-	no cage activity	ENSG00000259438.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr15	52311971	52311972	-	chr9	75257322	75257323	+	0.13	no cage activity	0.028888900000000002	no cage activity	158.0	48.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.1712	m.1524	chr8:121823486..121823504,+	no cage activity	ENSG00000272502.1	no cage activity	antisense	no cage activity	other	other	chr8	121823499	121823500	+	chr15	55737565	55737566	+	0.11	no cage activity	0.126667	no cage activity	1304.0	84.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1713	m.1525	chr12:6646963..6647000,-	no cage activity	ENSG00000269968.1	no cage activity	antisense	no cage activity	other	no CAGE activity	chr12	6646986	6646987	-	chr6	125112404	125112405	+	2.98	no cage activity	4.856669999999999	no cage activity	2782.0	1.0	human	False	tile2	tile2	1.0	2.0	tile2:tile2
h.1714	m.1526	chr14:35343507..35343533,+	no cage activity	ENSG00000258738.1	no cage activity	antisense	no cage activity	other	other	chr14	35343515	35343516	+	chr12	56086519	56086520	+	0.41	no cage activity	0.028888900000000002	no cage activity	519.0	257.0	human	False		tile2		1.0	
h.1715	m.1527	chr6:19839497..19839508,-	no cage activity	ENSG00000226786.2	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr6	19839502	19839503	-	chr13	48358385	48358386	-	0.11	no cage activity	0.17666700000000002	no cage activity	570.0	77.0	human	False	tile2	tile2	2.0	1.0	tile2:tile2
h.1716	m.1528	chr2:178128773..178128788,+	no cage activity	ENSG00000222043.2	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr2	178128779	178128780	+	chr2	75542012	75542013	+	0.19	no cage activity	0.14888900000000002	no cage activity	396.0	15.0	human	False	tile2	tile2	1.0	2.0	tile2:tile2
h.1717	m.1529	chr12:76424402..76424485,+	no cage activity	ENSG00000257453.1	no cage activity	antisense	no cage activity	other	other	chr12	76424429	76424430	+	chr10	110944545	110944546	-	1.78	no cage activity	0.941111	no cage activity	423.0	156.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.1718	m.1530	chr2:115918717..115918732,-	no cage activity	ENSG00000235026.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr2	115918726	115918727	-	chr1	125942944	125942945	+	0.03	no cage activity	0.192222	no cage activity	96.0	1.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1719	m.1531	chr4:140477718..140477723,+	no cage activity	ENSG00000272717.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr4	140477720	140477721	+	chr3	51364898	51364899	+	0.16	no cage activity	0.0733333	no cage activity	493.0	97.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1720	m.1532	chr1:145017681..145017725,+	no cage activity	ENSG00000272755.1	no cage activity	antisense	no cage activity	lncRNA	no CAGE activity	chr1	145017695	145017696	+	chr3	97646439	97646440	+	0.48	no cage activity	0.25666700000000003	no cage activity	452.0	2.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.1721	m.1533	chr19:55823899..55823902,-	no cage activity	ENSG00000268729.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr19	55823899	55823900	-	chr7	4667551	4667552	-	1.44	no cage activity	0.23	no cage activity	4437.0	13.0	human	False	tile2		2.0		
h.1722	m.1534	chr2:115919597..115919632,-	no cage activity	ENSG00000235026.1	no cage activity	antisense	no cage activity	lncRNA	lncRNA	chr2	115919622	115919623	-	chr1	125941930	125941931	+	0.19	no cage activity	0.7744439999999999	no cage activity	260.0	10.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.1723	m.1535	chr8:127568203..127568209,+	no cage activity	ENSG00000254010.1	no cage activity	antisense	no cage activity	other	other	chr8	127568206	127568207	+	chr15	60654011	60654012	+	0.07	no cage activity	0.112222	no cage activity	288.0	12.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1724	m.1536	chr7:123389240..123389301,+	no cage activity	ENSG00000272686.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr7	123389265	123389266	+	chr6	24615111	24615112	+	3.73	no cage activity	4.50444	no cage activity	2642.0	141.0	human	False		tile1		2.0	
h.1725	m.1537	chr1:43424731..43424756,+	no cage activity	ENSG00000227533.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr1	43424748	43424749	+	chr4	118781215	118781216	-	0.87	no cage activity	1.11	no cage activity	2423.0	244.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1726	m.1538	chr13:28713220..28713240,-	no cage activity	ENSG00000261485.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr13	28713229	28713230	-	chr5	148242590	148242591	-	0.33	no cage activity	0.198889	no cage activity	536.0	30.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.1727	m.1539	chr17:80416387..80416403,-	no cage activity	ENSG00000265458.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr17	80416394	80416395	-	chr11	121098330	121098331	-	1.91	no cage activity	0.773333	no cage activity	6201.0	236.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1728	m.1540	chr8:92082319..92082348,-	no cage activity	ENSG00000253738.1	no cage activity	divergent	no cage activity	other	other	chr8	92082324	92082325	-	chr4	14753775	14753776	+	6.71	no cage activity	5.72444	no cage activity	19719.0	10.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1729	m.1541	chr21:27543175..27543221,+	no cage activity	ENSG00000273492.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr21	27543198	27543199	+	chr16	85174061	85174062	+	0.38	no cage activity	0.268889	no cage activity	300.0	12.0	human	False					
h.1730	m.1542	chr3:49591970..49591973,-	no cage activity	ENSG00000226913.1	no cage activity	divergent	no cage activity	lncRNA	no CAGE activity	chr3	49591970	49591971	-	chr9	108092653	108092654	+	0.3	no cage activity	0.116667	no cage activity	1334.0	8.0	human	False					
h.1731	m.1543	chr15:69706534..69706566,-	no cage activity	ENSG00000259426.1	no cage activity	divergent	no cage activity	other	other	chr15	69706549	69706550	-	chr9	61794685	61794686	+	0.37	no cage activity	0.43222200000000005	no cage activity	573.0	47.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.1732	m.1544	chr1:2985645..2985677,-	no cage activity	ENSG00000177133.6	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr1	2985671	2985672	-	chr4	154011019	154011020	+	0.33	no cage activity	0.0733333	no cage activity	491.0	307.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1733	m.1545	chr6:132271128..132271174,+	no cage activity	ENSG00000227220.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr6	132271142	132271143	+	chr10	24316694	24316695	-	0.95	no cage activity	0.216667	no cage activity	590.0	36.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1734	m.1546	chr8:100025238..100025266,-	no cage activity	ENSG00000253948.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr8	100025256	100025257	-	chr15	35301058	35301059	-	3.2	no cage activity	1.6444400000000001	no cage activity	2698.0	68.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1735	m.1547	chr1:39324850..39324896,+	no cage activity	ENSG00000228436.2	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr1	39324880	39324881	+	chr4	123595197	123595198	-	1.41	no cage activity	0.27222199999999996	no cage activity	1159.0	55.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1736	m.1548	chr8:17942527..17942552,+	no cage activity	ENSG00000245281.2	no cage activity	divergent	no cage activity	lncRNA	no CAGE activity	chr8	17942535	17942536	+	chr8	42460836	42460837	+	0.67	no cage activity	0.147778	no cage activity	1324.0	5.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.1737	m.1549	chr10:93557992..93558024,-	no cage activity	ENSG00000228701.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr10	93558012	93558013	-	chr19	36908585	36908586	-	0.35	no cage activity	1.62667	no cage activity	656.0	313.0	human	False	tile1	tile1	1.0	2.0	tile1:tile1
h.1738	m.1550	chr1:20512996..20513017,-	no cage activity	ENSG00000225986.1	no cage activity	divergent	no cage activity	lncRNA	no CAGE activity	chr1	20513010	20513011	-	chr4	138280892	138280893	+	0.34	no cage activity	0.117778	no cage activity	426.0	2.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1739	m.1551	chr5:44808821..44808900,-	no cage activity	ENSG00000251141.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr5	44808830	44808831	-	chr13	119176275	119176276	+	3.69	no cage activity	4.05	no cage activity	2223.0	15.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1740	m.1552	chr12:2113826..2113840,+	no cage activity	ENSG00000203593.3	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr12	2113834	2113835	+	chr6	119125129	119125130	-	0.18	no cage activity	0.05666669999999999	no cage activity	508.0	20.0	human	False	tile1	tile2	1.0	2.0	tile1:tile2
h.1741	m.1553	chr1:39325686..39325706,+	no cage activity	ENSG00000228436.2	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr1	39325696	39325697	+	chr4	123594401	123594402	-	0.99	no cage activity	0.311111	no cage activity	1917.0	227.0	human	False	tile2	tile2	1.0	2.0	tile2:tile2
h.1742	m.1554	chr3:129034070..129034089,+	no cage activity	ENSG00000206417.4	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr3	129034083	129034084	+	chr6	87930769	87930770	+	0.37	no cage activity	0.417778	no cage activity	601.0	166.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1743	m.1555	chr8:70746335..70746374,+	no cage activity	ENSG00000246528.3	no cage activity	divergent	no cage activity	lncRNA	no CAGE activity	chr8	70746356	70746357	+	chr1	12982001	12982002	+	0.77	no cage activity	0.513333	no cage activity	632.0	5.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1744	m.1556	chr5:32173928..32174027,+	no cage activity	ENSG00000272086.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr5	32173987	32173988	+	chr15	12251638	12251639	-	1.65	no cage activity	11.0811	no cage activity	822.0	74.0	human	False	tile2	tile1	1.0	1.0	tile1:tile2
h.1745	m.1557	chr5:37839992..37840011,+	no cage activity	ENSG00000248587.2	no cage activity	divergent	no cage activity	lncRNA	no CAGE activity	chr5	37840005	37840006	+	chr15	7760706	7760707	-	0.07	no cage activity	0.057777800000000004	no cage activity	169.0	3.0	human	False					
h.1746	m.1558	chr6:34664216..34664238,+	no cage activity	ENSG00000272288.1	no cage activity	divergent	no cage activity	other	other	chr6	34664223	34664224	+	chr17	27957122	27957123	+	0.48	no cage activity	0.307778	no cage activity	736.0	17.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.1747	m.1559	chr3:153839081..153839105,-	no cage activity	ENSG00000243069.3	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr3	153839099	153839100	-	chr3	62142811	62142812	-	0.27	no cage activity	0.0755556	no cage activity	770.0	15.0	human	False	tile1	tile2	1.0	2.0	tile1:tile2
h.1748	m.1560	chr7:28219545..28219599,+	no cage activity	ENSG00000234336.2	no cage activity	divergent	no cage activity	other	other	chr7	28219579	28219580	+	chr6	53018264	53018265	+	0.62	no cage activity	0.07111110000000001	no cage activity	484.0	23.0	human	False					
h.1749	m.1561	chr2:216300502..216300517,+	no cage activity	ENSG00000230695.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr2	216300508	216300509	+	chr1	71699539	71699540	+	0.36	no cage activity	0.043333300000000005	no cage activity	319.0	48.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1750	m.1562	chr3:47422974..47422989,-	no cage activity	ENSG00000260236.1	no cage activity	divergent	no cage activity	lncRNA	no CAGE activity	chr3	47422981	47422982	-	chr9	110310272	110310273	+	0.59	no cage activity	0.34222199999999997	no cage activity	1661.0	2.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.1751	m.1563	chr3:150421776..150421805,+	no cage activity	ENSG00000240137.1	no cage activity	divergent	no cage activity	other	no CAGE activity	chr3	150421799	150421800	+	chr3	58441153	58441154	+	0.7	no cage activity	0.32111100000000004	no cage activity	869.0	4.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1752	m.1564	chr9:131486712..131486747,+	no cage activity	ENSG00000223478.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr9	131486723	131486724	+	chr2	29949418	29949419	+	6.45	no cage activity	5.55778	no cage activity	7921.0	54.0	human	False	tile2	tile1	2.0	1.0	tile1:tile2
h.1753	m.1565	chr2:177053252..177053307,-	no cage activity	ENSG00000224189.2	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr2	177053278	177053279	-	chr2	74600945	74600946	-	2.77	no cage activity	0.173333	no cage activity	2927.0	40.0	human	False	tile2	tile1	2.0	2.0	tile1:tile2
h.1754	m.1566	chr16:67464830..67464845,-	no cage activity	ENSG00000261320.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr16	67464840	67464841	-	chr8	108042464	108042465	-	0.11	no cage activity	0.49	no cage activity	150.0	45.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.1755	m.1567	chr22:40440578..40440589,-	no cage activity	ENSG00000261202.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr22	40440581	40440582	-	chr15	80541491	80541492	-	0.04	no cage activity	0.028888900000000002	no cage activity	439.0	124.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1756	m.1568	chr12:49392013..49392033,+	no cage activity	ENSG00000257913.1	no cage activity	divergent	no cage activity	other	no CAGE activity	chr12	49392022	49392023	+	chr15	98637204	98637205	+	0.05	no cage activity	0.028888900000000002	no cage activity	146.0	5.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1757	m.1569	chr17:4871538..4871552,+	no cage activity	ENSG00000262429.1	no cage activity	divergent	no cage activity	other	other	chr17	4871545	4871546	+	chr11	70483204	70483205	+	0.83	no cage activity	3.19	no cage activity	2524.0	127.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1758	m.1570	chr7:86974767..86974778,-	no cage activity	ENSG00000182165.13	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr7	86974772	86974773	-	chr5	8997314	8997315	+	1.59	no cage activity	0.6055560000000001	no cage activity	28087.0	297.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.1759	m.1571	chr11:77850820..77850878,+	no cage activity	ENSG00000246174.3	no cage activity	divergent	no cage activity	other	other	chr11	77850854	77850855	+	chr7	104519957	104519958	-	1.68	no cage activity	1.9577799999999999	no cage activity	2271.0	50.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
h.1760	m.1572	chr1:93811339..93811410,-	no cage activity	ENSG00000223745.3	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr1	93811346	93811347	-	chr5	108697818	108697819	-	11.72	no cage activity	4.62556	no cage activity	15685.0	269.0	human	False	tile1	tile2	2.0	1.0	tile1:tile2
h.1761	m.1573	chr10:99094626..99094636,+	no cage activity	ENSG00000225850.2	no cage activity	divergent	no cage activity	lncRNA	no CAGE activity	chr10	99094629	99094630	+	chr19	41922733	41922734	+	0.02	no cage activity	0.12	no cage activity	268.0	4.0	human	False	tile1	tile1	2.0	1.0	tile1:tile1
h.1762	m.1574	chr1:95285742..95285755,-	no cage activity	ENSG00000224081.3	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr1	95285747	95285748	-	chr3	121235295	121235296	+	0.16	no cage activity	0.05333330000000001	no cage activity	2066.0	33.0	human	False		tile1		1.0	
h.1763	m.1575	chr8:60032432..60032471,+	no cage activity	ENSG00000167912.5	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr8	60032453	60032454	+	chr4	6918519	6918520	+	0.26	no cage activity	1.15222	no cage activity	693.0	23.0	human	False		tile2		1.0	
h.1764	m.1576	chr12:120639102..120639121,+	no cage activity	ENSG00000255857.1	no cage activity	divergent	no cage activity	other	other	chr12	120639110	120639111	+	chr5	116009340	116009341	-	2.18	no cage activity	10.3667	no cage activity	4344.0	10.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1765	m.1577	chr1:90098448..90098516,-	no cage activity	ENSG00000231999.2	no cage activity	divergent	no cage activity	other	other	chr1	90098464	90098465	-	chr5	105948238	105948239	-	1.69	no cage activity	0.34444400000000003	no cage activity	1473.0	165.0	human	False					
h.1766	m.1578	chr5:38845812..38845882,-	no cage activity	ENSG00000249740.1	no cage activity	divergent	no cage activity	lncRNA	no CAGE activity	chr5	38845863	38845864	-	chr15	6824559	6824560	+	3.2	no cage activity	0.028888900000000002	no cage activity	1624.0	4.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1767	m.1579	chr5:55290553..55290579,+	no cage activity	ENSG00000227908.3	no cage activity	divergent	no cage activity	lncRNA	no CAGE activity	chr5	55290567	55290568	+	chr13	113254489	113254490	-	0.59	no cage activity	0.06888889999999999	no cage activity	899.0	7.0	human	False	tile1	tile2	2.0	2.0	tile1:tile2
h.1768	m.1580	chr2:27579140..27579158,+	no cage activity	ENSG00000234072.1	no cage activity	divergent	no cage activity	other	other	chr2	27579154	27579155	+	chr5	31481789	31481790	+	0.19	no cage activity	0.37	no cage activity	507.0	291.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1769	m.1581	chr17:38083977..38084009,+	no cage activity	ENSG00000264968.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr17	38084000	38084001	+	chr11	98448704	98448705	+	0.32	no cage activity	0.26111100000000004	no cage activity	479.0	151.0	human	False	tile1	tile1	2.0	2.0	tile1:tile1
h.1770	m.1582	chr17:37558010..37558062,+	no cage activity	ENSG00000266469.1	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr17	37558034	37558035	+	chr11	98011039	98011040	+	1.08	no cage activity	0.551111	no cage activity	948.0	313.0	human	False	tile2	tile2	1.0	1.0	tile2:tile2
h.1771	m.1583	chr3:153839109..153839134,-	no cage activity	ENSG00000243069.3	no cage activity	divergent	no cage activity	lncRNA	lncRNA	chr3	153839120	153839121	-	chr3	62142831	62142832	-	0.54	no cage activity	0.157778	no cage activity	770.0	15.0	human	False	tile2	tile1	1.0	2.0	tile1:tile2
h.1772	m.1584	chr8:92082301..92082316,-	no cage activity	ENSG00000253738.1	no cage activity	divergent	no cage activity	other	other	chr8	92082309	92082310	-	chr4	14753789	14753790	+	2.61	no cage activity	2.29667	no cage activity	25931.0	55.0	human	False	tile2	tile2	2.0	2.0	tile2:tile2
