chr_tss_hg19	start_tss_hg19	end_tss_hg19	strand_tss_hg19	cage_id_hg19	biotype_hg19	name_peak_hg19	seq_orth	cage_orth	chr_tss_mm9	start_tss_mm9	end_tss_mm9	strand_tss_mm9	cage_id_mm9	biotype_mm9	name_peak_mm9	avg_exp_hg19	avg_exp_mm9	stem_exp_hg19	stem_exp_mm9	har	orig_species	lift_species	oligo_type	hg19_id	mm9_id	cleaner_biotype_hg19	cleaner_biotype_mm9	minimal_biotype_hg19	minimal_biotype_mm9
chr1	240308226	240308227	-	chr1:240308207-240308537	enhancer	chr1:240308207-240308537__NEGATIVE	True	False	chr10	30968404	30968405	+	no cage activity	no cage activity	no cage activity	0.329801	no cage activity	0.236591	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2388	m.2200	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	240308226	240308227	-	chr1:240308207-240308537	enhancer	chr1:240308207-240308537__NEGATIVE	True	False	chr10	30968404	30968405	+	no cage activity	no cage activity	no cage activity	0.329801	no cage activity	0.236591	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2388	m.2200	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	240308523	240308524	+	chr1:240308207-240308537	enhancer	chr1:240308207-240308537__POSITIVE	True	False	chr10	30968107	30968108	-	no cage activity	no cage activity	no cage activity	0.329801	no cage activity	0.236591	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2488	m.2300	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	240308523	240308524	+	chr1:240308207-240308537	enhancer	chr1:240308207-240308537__POSITIVE	True	False	chr10	30968107	30968108	-	no cage activity	no cage activity	no cage activity	0.329801	no cage activity	0.236591	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2488	m.2300	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr1	244094696	244094697	-	chr1:244094600-244094786	enhancer	chr1:244094600-244094786__NEGATIVE	True	False	chr1	179269175	179269176	-	no cage activity	no cage activity	no cage activity	0.0487195	no cage activity	0.101374	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2389	m.2201	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	244094696	244094697	-	chr1:244094600-244094786	enhancer	chr1:244094600-244094786__NEGATIVE	True	False	chr1	179269175	179269176	-	no cage activity	no cage activity	no cage activity	0.0487195	no cage activity	0.101374	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2389	m.2201	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	244094740	244094741	+	chr1:244094600-244094786	enhancer	chr1:244094600-244094786__POSITIVE	True	False	chr1	179269229	179269230	+	no cage activity	no cage activity	no cage activity	0.0487195	no cage activity	0.101374	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2489	m.2301	eRNA	no CAGE activity	eRNA	no CAGE activity
chr1	244094740	244094741	+	chr1:244094600-244094786	enhancer	chr1:244094600-244094786__POSITIVE	True	False	chr1	179269229	179269230	+	no cage activity	no cage activity	no cage activity	0.0487195	no cage activity	0.101374	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2489	m.2301	eRNA	no CAGE activity	eRNA	no CAGE activity
chr10	6438735	6438736	-	chr10:6438616-6439009	enhancer	chr10:6438616-6439009__NEGATIVE	True	False	chr2	11255970	11255971	+	no cage activity	no cage activity	no cage activity	0.124476	no cage activity	0.039043800000000004	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2390	m.2202	eRNA	no CAGE activity	eRNA	no CAGE activity
chr10	6438735	6438736	-	chr10:6438616-6439009	enhancer	chr10:6438616-6439009__NEGATIVE	True	False	chr2	11255970	11255971	+	no cage activity	no cage activity	no cage activity	0.124476	no cage activity	0.039043800000000004	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2390	m.2202	eRNA	no CAGE activity	eRNA	no CAGE activity
chr10	6439002	6439003	+	chr10:6438616-6439009	enhancer	chr10:6438616-6439009__POSITIVE	True	False	chr2	11255630	11255631	-	no cage activity	no cage activity	no cage activity	0.124476	no cage activity	0.039043800000000004	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2490	m.2302	eRNA	no CAGE activity	eRNA	no CAGE activity
chr10	6439002	6439003	+	chr10:6438616-6439009	enhancer	chr10:6438616-6439009__POSITIVE	True	False	chr2	11255630	11255631	-	no cage activity	no cage activity	no cage activity	0.124476	no cage activity	0.039043800000000004	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2490	m.2302	eRNA	no CAGE activity	eRNA	no CAGE activity
chr10	61019606	61019607	-	chr10:61019605-61019954	enhancer	chr10:61019605-61019954__NEGATIVE	True	False	chr10	70009987	70009988	+	no cage activity	no cage activity	no cage activity	0.0677836	no cage activity	0.0429343	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2391	m.2203	eRNA	no CAGE activity	eRNA	no CAGE activity
chr10	61019606	61019607	-	chr10:61019605-61019954	enhancer	chr10:61019605-61019954__NEGATIVE	True	False	chr10	70009987	70009988	+	no cage activity	no cage activity	no cage activity	0.0677836	no cage activity	0.0429343	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2391	m.2203	eRNA	no CAGE activity	eRNA	no CAGE activity
chr10	61019646	61019647	+	chr10:61019605-61019954	enhancer	chr10:61019605-61019954__POSITIVE	True	False	chr10	70009962	70009963	-	no cage activity	no cage activity	no cage activity	0.0677836	no cage activity	0.0429343	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2491	m.2303	eRNA	no CAGE activity	eRNA	no CAGE activity
chr10	61019646	61019647	+	chr10:61019605-61019954	enhancer	chr10:61019605-61019954__POSITIVE	True	False	chr10	70009962	70009963	-	no cage activity	no cage activity	no cage activity	0.0677836	no cage activity	0.0429343	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2491	m.2303	eRNA	no CAGE activity	eRNA	no CAGE activity
chr10	126339576	126339577	-	chr10:126339460-126339914	enhancer	chr10:126339460-126339914__NEGATIVE	True	False	chr7	139929884	139929885	-	no cage activity	no cage activity	no cage activity	0.207733	no cage activity	0.0574133	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2392	m.2204	eRNA	no CAGE activity	eRNA	no CAGE activity
chr10	126339576	126339577	-	chr10:126339460-126339914	enhancer	chr10:126339460-126339914__NEGATIVE	True	False	chr7	139929884	139929885	-	no cage activity	no cage activity	no cage activity	0.207733	no cage activity	0.0574133	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2392	m.2204	eRNA	no CAGE activity	eRNA	no CAGE activity
chr10	126339660	126339661	+	chr10:126339460-126339914	enhancer	chr10:126339460-126339914__POSITIVE	True	False	chr7	139929938	139929939	+	no cage activity	no cage activity	no cage activity	0.207733	no cage activity	0.0574133	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2492	m.2304	eRNA	no CAGE activity	eRNA	no CAGE activity
chr10	126339660	126339661	+	chr10:126339460-126339914	enhancer	chr10:126339460-126339914__POSITIVE	True	False	chr7	139929938	139929939	+	no cage activity	no cage activity	no cage activity	0.207733	no cage activity	0.0574133	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2492	m.2304	eRNA	no CAGE activity	eRNA	no CAGE activity
chr11	46270294	46270295	-	chr11:46270167-46270467	enhancer	chr11:46270167-46270467__NEGATIVE	True	False	chr2	91891519	91891520	+	no cage activity	no cage activity	no cage activity	0.114712	no cage activity	0.16781400000000002	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2393	m.2205	eRNA	no CAGE activity	eRNA	no CAGE activity
chr11	46270294	46270295	-	chr11:46270167-46270467	enhancer	chr11:46270167-46270467__NEGATIVE	True	False	chr2	91891519	91891520	+	no cage activity	no cage activity	no cage activity	0.114712	no cage activity	0.16781400000000002	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2393	m.2205	eRNA	no CAGE activity	eRNA	no CAGE activity
chr11	46270398	46270399	+	chr11:46270167-46270467	enhancer	chr11:46270167-46270467__POSITIVE	True	False	chr2	91891422	91891423	-	no cage activity	no cage activity	no cage activity	0.114712	no cage activity	0.16781400000000002	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2493	m.2305	eRNA	no CAGE activity	eRNA	no CAGE activity
chr11	46270398	46270399	+	chr11:46270167-46270467	enhancer	chr11:46270167-46270467__POSITIVE	True	False	chr2	91891422	91891423	-	no cage activity	no cage activity	no cage activity	0.114712	no cage activity	0.16781400000000002	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2493	m.2305	eRNA	no CAGE activity	eRNA	no CAGE activity
chr12	23934202	23934203	-	chr12:23934001-23934216	enhancer	chr12:23934001-23934216__NEGATIVE	True	False	chr6	144014564	144014565	-	no cage activity	no cage activity	no cage activity	0.036204	no cage activity	0.039043800000000004	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2394	m.2206	eRNA	no CAGE activity	eRNA	no CAGE activity
chr12	23934202	23934203	-	chr12:23934001-23934216	enhancer	chr12:23934001-23934216__NEGATIVE	True	False	chr6	144014564	144014565	-	no cage activity	no cage activity	no cage activity	0.036204	no cage activity	0.039043800000000004	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2394	m.2206	eRNA	no CAGE activity	eRNA	no CAGE activity
chr12	23934215	23934216	+	chr12:23934001-23934216	enhancer	chr12:23934001-23934216__POSITIVE	True	False	chr6	144014581	144014582	+	no cage activity	no cage activity	no cage activity	0.036204	no cage activity	0.039043800000000004	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2494	m.2306	eRNA	no CAGE activity	eRNA	no CAGE activity
chr12	23934215	23934216	+	chr12:23934001-23934216	enhancer	chr12:23934001-23934216__POSITIVE	True	False	chr6	144014581	144014582	+	no cage activity	no cage activity	no cage activity	0.036204	no cage activity	0.039043800000000004	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2494	m.2306	eRNA	no CAGE activity	eRNA	no CAGE activity
chr12	47474748	47474749	-	chr12:47474423-47475249	enhancer	chr12:47474423-47475249__NEGATIVE	True	False	chr15	97078462	97078463	-	no cage activity	no cage activity	no cage activity	1.1376899999999999	no cage activity	0.0344893	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2395	m.2207	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr12	47474748	47474749	-	chr12:47474423-47475249	enhancer	chr12:47474423-47475249__NEGATIVE	True	False	chr15	97078462	97078463	-	no cage activity	no cage activity	no cage activity	1.1376899999999999	no cage activity	0.0344893	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2395	m.2207	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr12	47474902	47474903	+	chr12:47474423-47475249	enhancer	chr12:47474423-47475249__POSITIVE	True	False	chr15	97078612	97078613	+	no cage activity	no cage activity	no cage activity	1.1376899999999999	no cage activity	0.0344893	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2495	m.2307	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr12	47474902	47474903	+	chr12:47474423-47475249	enhancer	chr12:47474423-47475249__POSITIVE	True	False	chr15	97078612	97078613	+	no cage activity	no cage activity	no cage activity	1.1376899999999999	no cage activity	0.0344893	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2495	m.2307	eRNA	reclassified - CAGE peak	eRNA	reclassified - CAGE peak
chr12	69458796	69458797	-	chr12:69458795-69459104	enhancer	chr12:69458795-69459104__NEGATIVE	True	False	chr10	116958978	116958979	+	no cage activity	no cage activity	no cage activity	0.0137269	no cage activity	0.0287066	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2396	m.2208	eRNA	no CAGE activity	eRNA	no CAGE activity
chr12	69458796	69458797	-	chr12:69458795-69459104	enhancer	chr12:69458795-69459104__NEGATIVE	True	False	chr10	116958978	116958979	+	no cage activity	no cage activity	no cage activity	0.0137269	no cage activity	0.0287066	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2396	m.2208	eRNA	no CAGE activity	eRNA	no CAGE activity
chr12	69459103	69459104	+	chr12:69458795-69459104	enhancer	chr12:69458795-69459104__POSITIVE	True	False	chr10	116958659	116958660	-	no cage activity	no cage activity	no cage activity	0.0137269	no cage activity	0.0287066	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2496	m.2308	eRNA	no CAGE activity	eRNA	no CAGE activity
chr12	69459103	69459104	+	chr12:69458795-69459104	enhancer	chr12:69458795-69459104__POSITIVE	True	False	chr10	116958659	116958660	-	no cage activity	no cage activity	no cage activity	0.0137269	no cage activity	0.0287066	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2496	m.2308	eRNA	no CAGE activity	eRNA	no CAGE activity
chr12	76206327	76206328	-	chr12:76206207-76206725	enhancer	chr12:76206207-76206725__NEGATIVE	True	False	chr10	111137033	111137034	+	no cage activity	no cage activity	no cage activity	0.06918830000000001	no cage activity	0.0891949	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2397	m.2209	eRNA	no CAGE activity	eRNA	no CAGE activity
chr12	76206327	76206328	-	chr12:76206207-76206725	enhancer	chr12:76206207-76206725__NEGATIVE	True	False	chr10	111137033	111137034	+	no cage activity	no cage activity	no cage activity	0.06918830000000001	no cage activity	0.0891949	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2397	m.2209	eRNA	no CAGE activity	eRNA	no CAGE activity
chr12	76206471	76206472	+	chr12:76206207-76206725	enhancer	chr12:76206207-76206725__POSITIVE	True	False	chr10	111136889	111136890	-	no cage activity	no cage activity	no cage activity	0.06918830000000001	no cage activity	0.0891949	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2497	m.2309	eRNA	no CAGE activity	eRNA	no CAGE activity
chr12	76206471	76206472	+	chr12:76206207-76206725	enhancer	chr12:76206207-76206725__POSITIVE	True	False	chr10	111136889	111136890	-	no cage activity	no cage activity	no cage activity	0.06918830000000001	no cage activity	0.0891949	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2497	m.2309	eRNA	no CAGE activity	eRNA	no CAGE activity
chr13	32664586	32664587	-	chr13:32664585-32664831	enhancer	chr13:32664585-32664831__NEGATIVE	True	False	chr5	151122565	151122566	-	no cage activity	no cage activity	no cage activity	0.0816137	no cage activity	0.052263199999999996	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2398	m.2210	eRNA	no CAGE activity	eRNA	no CAGE activity
chr13	32664586	32664587	-	chr13:32664585-32664831	enhancer	chr13:32664585-32664831__NEGATIVE	True	False	chr5	151122565	151122566	-	no cage activity	no cage activity	no cage activity	0.0816137	no cage activity	0.052263199999999996	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2398	m.2210	eRNA	no CAGE activity	eRNA	no CAGE activity
chr13	32664825	32664826	+	chr13:32664585-32664831	enhancer	chr13:32664585-32664831__POSITIVE	True	False	chr5	151122846	151122847	+	no cage activity	no cage activity	no cage activity	0.0816137	no cage activity	0.052263199999999996	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2498	m.2310	eRNA	no CAGE activity	eRNA	no CAGE activity
chr13	32664825	32664826	+	chr13:32664585-32664831	enhancer	chr13:32664585-32664831__POSITIVE	True	False	chr5	151122846	151122847	+	no cage activity	no cage activity	no cage activity	0.0816137	no cage activity	0.052263199999999996	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2498	m.2310	eRNA	no CAGE activity	eRNA	no CAGE activity
chr13	91369764	91369765	-	chr13:91369763-91370108	enhancer	chr13:91369763-91370108__NEGATIVE	True	False	chr14	114818887	114818888	-	no cage activity	no cage activity	no cage activity	0.0293651	no cage activity	0.039043800000000004	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2399	m.2211	eRNA	no CAGE activity	eRNA	no CAGE activity
chr13	91369764	91369765	-	chr13:91369763-91370108	enhancer	chr13:91369763-91370108__NEGATIVE	True	False	chr14	114818887	114818888	-	no cage activity	no cage activity	no cage activity	0.0293651	no cage activity	0.039043800000000004	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2399	m.2211	eRNA	no CAGE activity	eRNA	no CAGE activity
chr13	91370107	91370108	+	chr13:91369763-91370108	enhancer	chr13:91369763-91370108__POSITIVE	True	False	chr14	114819227	114819228	+	no cage activity	no cage activity	no cage activity	0.0293651	no cage activity	0.039043800000000004	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2499	m.2311	eRNA	no CAGE activity	eRNA	no CAGE activity
chr13	91370107	91370108	+	chr13:91369763-91370108	enhancer	chr13:91369763-91370108__POSITIVE	True	False	chr14	114819227	114819228	+	no cage activity	no cage activity	no cage activity	0.0293651	no cage activity	0.039043800000000004	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2499	m.2311	eRNA	no CAGE activity	eRNA	no CAGE activity
chr13	100399209	100399210	-	chr13:100399124-100399585	enhancer	chr13:100399124-100399585__NEGATIVE	True	False	chr14	122701538	122701539	-	no cage activity	no cage activity	no cage activity	0.0358601	no cage activity	0.245114	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2400	m.2212	eRNA	no CAGE activity	eRNA	no CAGE activity
chr13	100399209	100399210	-	chr13:100399124-100399585	enhancer	chr13:100399124-100399585__NEGATIVE	True	False	chr14	122701538	122701539	-	no cage activity	no cage activity	no cage activity	0.0358601	no cage activity	0.245114	no cage activity	False	human	mouse	human__enhancer:mouse__no_CAGE	h.2400	m.2212	eRNA	no CAGE activity	eRNA	no CAGE activity
